solar,ganzhi,jieqi,lunarYear,lunarMonth,lunarDay
01/14/21,壬戌,,2020,12,2
01/15/21,癸亥,,2020,12,3
01/16/21,甲子,,2020,12,4
01/17/21,乙丑,,2020,12,5
01/18/21,丙寅,,2020,12,6
01/19/21,丁卯,,2020,12,7
01/20/21,戊辰,大寒,2020,12,8
01/21/21,己巳,,2020,12,9
01/22/21,庚午,,2020,12,10
01/23/21,辛未,,2020,12,11
01/24/21,壬申,,2020,12,12
01/25/21,癸酉,,2020,12,13
01/26/21,甲戌,,2020,12,14
01/27/21,乙亥,,2020,12,15
01/28/21,丙子,,2020,12,16
01/29/21,丁丑,,2020,12,17
01/30/21,戊寅,,2020,12,18
01/31/21,己卯,,2020,12,19
02/01/21,庚辰,,2020,12,20
02/02/21,辛巳,,2020,12,21
02/03/21,壬午,立春,2020,12,22
02/04/21,癸未,,2020,12,23
02/05/21,甲申,,2020,12,24
02/06/21,乙酉,,2020,12,25
02/07/21,丙戌,,2020,12,26
02/08/21,丁亥,,2020,12,27
02/09/21,戊子,,2020,12,28
02/10/21,己丑,,2020,12,29
02/11/21,庚寅,,2020,12,30
02/12/21,辛卯,,2021,1,1
02/13/21,壬辰,,2021,1,2
02/14/21,癸巳,,2021,1,3
02/15/21,甲午,,2021,1,4
02/16/21,乙未,,2021,1,5
02/17/21,丙申,,2021,1,6
02/18/21,丁酉,雨水,2021,1,7
02/19/21,戊戌,,2021,1,8
02/20/21,己亥,,2021,1,9
02/21/21,庚子,,2021,1,10
02/22/21,辛丑,,2021,1,11
02/23/21,壬寅,,2021,1,12
02/24/21,癸卯,,2021,1,13
02/25/21,甲辰,,2021,1,14
02/26/21,乙巳,,2021,1,15
02/27/21,丙午,,2021,1,16
02/28/21,丁未,,2021,1,17
03/01/21,戊申,,2021,1,18
03/02/21,己酉,,2021,1,19
03/03/21,庚戌,,2021,1,20
03/04/21,辛亥,,2021,1,21
03/05/21,壬子,惊蛰,2021,1,22
03/06/21,癸丑,,2021,1,23
03/07/21,甲寅,,2021,1,24
03/08/21,乙卯,,2021,1,25
03/09/21,丙辰,,2021,1,26
03/10/21,丁巳,,2021,1,27
03/11/21,戊午,,2021,1,28
03/12/21,己未,,2021,1,29
03/13/21,庚申,,2021,2,1
03/14/21,辛酉,,2021,2,2
03/15/21,壬戌,,2021,2,3
03/16/21,癸亥,,2021,2,4
03/17/21,甲子,,2021,2,5
03/18/21,乙丑,,2021,2,6
03/19/21,丙寅,,2021,2,7
03/20/21,丁卯,春分,2021,2,8
03/21/21,戊辰,,2021,2,9
03/22/21,己巳,,2021,2,10
03/23/21,庚午,,2021,2,11
03/24/21,辛未,,2021,2,12
03/25/21,壬申,,2021,2,13
03/26/21,癸酉,,2021,2,14
03/27/21,甲戌,,2021,2,15
03/28/21,乙亥,,2021,2,16
03/29/21,丙子,,2021,2,17
03/30/21,丁丑,,2021,2,18
03/31/21,戊寅,,2021,2,19
04/01/21,己卯,,2021,2,20
04/02/21,庚辰,,2021,2,21
04/03/21,辛巳,,2021,2,22
04/04/21,壬午,清明,2021,2,23
04/05/21,癸未,,2021,2,24
04/06/21,甲申,,2021,2,25
04/07/21,乙酉,,2021,2,26
04/08/21,丙戌,,2021,2,27
04/09/21,丁亥,,2021,2,28
04/10/21,戊子,,2021,2,29
04/11/21,己丑,,2021,2,30
04/12/21,庚寅,,2021,3,1
04/13/21,辛卯,,2021,3,2
04/14/21,壬辰,,2021,3,3
04/15/21,癸巳,,2021,3,4
04/16/21,甲午,,2021,3,5
04/17/21,乙未,,2021,3,6
04/18/21,丙申,,2021,3,7
04/19/21,丁酉,,2021,3,8
04/20/21,戊戌,谷雨,2021,3,9
04/21/21,己亥,,2021,3,10
04/22/21,庚子,,2021,3,11
04/23/21,辛丑,,2021,3,12
04/24/21,壬寅,,2021,3,13
04/25/21,癸卯,,2021,3,14
04/26/21,甲辰,,2021,3,15
04/27/21,乙巳,,2021,3,16
04/28/21,丙午,,2021,3,17
04/29/21,丁未,,2021,3,18
04/30/21,戊申,,2021,3,19
05/01/21,己酉,,2021,3,20
05/02/21,庚戌,,2021,3,21
05/03/21,辛亥,,2021,3,22
05/04/21,壬子,,2021,3,23
05/05/21,癸丑,立夏,2021,3,24
05/06/21,甲寅,,2021,3,25
05/07/21,乙卯,,2021,3,26
05/08/21,丙辰,,2021,3,27
05/09/21,丁巳,,2021,3,28
05/10/21,戊午,,2021,3,29
05/11/21,己未,,2021,3,30
05/12/21,庚申,,2021,4,1
05/13/21,辛酉,,2021,4,2
05/14/21,壬戌,,2021,4,3
05/15/21,癸亥,,2021,4,4
05/16/21,甲子,,2021,4,5
05/17/21,乙丑,,2021,4,6
05/18/21,丙寅,,2021,4,7
05/19/21,丁卯,,2021,4,8
05/20/21,戊辰,,2021,4,9
05/21/21,己巳,小满,2021,4,10
05/22/21,庚午,,2021,4,11
05/23/21,辛未,,2021,4,12
05/24/21,壬申,,2021,4,13
05/25/21,癸酉,,2021,4,14
05/26/21,甲戌,,2021,4,15
05/27/21,乙亥,,2021,4,16
05/28/21,丙子,,2021,4,17
05/29/21,丁丑,,2021,4,18
05/30/21,戊寅,,2021,4,19
05/31/21,己卯,,2021,4,20
06/01/21,庚辰,,2021,4,21
06/02/21,辛巳,,2021,4,22
06/03/21,壬午,,2021,4,23
06/04/21,癸未,,2021,4,24
06/05/21,甲申,芒种,2021,4,25
06/06/21,乙酉,,2021,4,26
06/07/21,丙戌,,2021,4,27
06/08/21,丁亥,,2021,4,28
06/09/21,戊子,,2021,4,29
06/10/21,己丑,,2021,5,1
06/11/21,庚寅,,2021,5,2
06/12/21,辛卯,,2021,5,3
06/13/21,壬辰,,2021,5,4
06/14/21,癸巳,,2021,5,5
06/15/21,甲午,,2021,5,6
06/16/21,乙未,,2021,5,7
06/17/21,丙申,,2021,5,8
06/18/21,丁酉,,2021,5,9
06/19/21,戊戌,,2021,5,10
06/20/21,己亥,,2021,5,11
06/21/21,庚子,夏至,2021,5,12
06/22/21,辛丑,,2021,5,13
06/23/21,壬寅,,2021,5,14
06/24/21,癸卯,,2021,5,15
06/25/21,甲辰,,2021,5,16
06/26/21,乙巳,,2021,5,17
06/27/21,丙午,,2021,5,18
06/28/21,丁未,,2021,5,19
06/29/21,戊申,,2021,5,20
06/30/21,己酉,,2021,5,21
07/01/21,庚戌,,2021,5,22
07/02/21,辛亥,,2021,5,23
07/03/21,壬子,,2021,5,24
07/04/21,癸丑,,2021,5,25
07/05/21,甲寅,,2021,5,26
07/06/21,乙卯,,2021,5,27
07/07/21,丙辰,小暑,2021,5,28
07/08/21,丁巳,,2021,5,29
07/09/21,戊午,,2021,5,30
07/10/21,己未,,2021,6,1
07/11/21,庚申,,2021,6,2
07/12/21,辛酉,,2021,6,3
07/13/21,壬戌,,2021,6,4
07/14/21,癸亥,,2021,6,5
07/15/21,甲子,,2021,6,6
07/16/21,乙丑,,2021,6,7
07/17/21,丙寅,,2021,6,8
07/18/21,丁卯,,2021,6,9
07/19/21,戊辰,,2021,6,10
07/20/21,己巳,,2021,6,11
07/21/21,庚午,,2021,6,12
07/22/21,辛未,大暑,2021,6,13
07/23/21,壬申,,2021,6,14
07/24/21,癸酉,,2021,6,15
07/25/21,甲戌,,2021,6,16
07/26/21,乙亥,,2021,6,17
07/27/21,丙子,,2021,6,18
07/28/21,丁丑,,2021,6,19
07/29/21,戊寅,,2021,6,20
07/30/21,己卯,,2021,6,21
07/31/21,庚辰,,2021,6,22
08/01/21,辛巳,,2021,6,23
08/02/21,壬午,,2021,6,24
08/03/21,癸未,,2021,6,25
08/04/21,甲申,,2021,6,26
08/05/21,乙酉,,2021,6,27
08/06/21,丙戌,,2021,6,28
08/07/21,丁亥,立秋,2021,6,29
08/08/21,戊子,,2021,7,1
08/09/21,己丑,,2021,7,2
08/10/21,庚寅,,2021,7,3
08/11/21,辛卯,,2021,7,4
08/12/21,壬辰,,2021,7,5
08/13/21,癸巳,,2021,7,6
08/14/21,甲午,,2021,7,7
08/15/21,乙未,,2021,7,8
08/16/21,丙申,,2021,7,9
08/17/21,丁酉,,2021,7,10
08/18/21,戊戌,,2021,7,11
08/19/21,己亥,,2021,7,12
08/20/21,庚子,,2021,7,13
08/21/21,辛丑,,2021,7,14
08/22/21,壬寅,处暑,2021,7,15
08/23/21,癸卯,,2021,7,16
08/24/21,甲辰,,2021,7,17
08/25/21,乙巳,,2021,7,18
08/26/21,丙午,,2021,7,19
08/27/21,丁未,,2021,7,20
08/28/21,戊申,,2021,7,21
08/29/21,己酉,,2021,7,22
08/30/21,庚戌,,2021,7,23
08/31/21,辛亥,,2021,7,24
09/01/21,壬子,,2021,7,25
09/02/21,癸丑,,2021,7,26
09/03/21,甲寅,,2021,7,27
09/04/21,乙卯,,2021,7,28
09/05/21,丙辰,,2021,7,29
09/06/21,丁巳,,2021,7,30
09/07/21,戊午,白露,2021,8,1
09/08/21,己未,,2021,8,2
09/09/21,庚申,,2021,8,3
09/10/21,辛酉,,2021,8,4
09/11/21,壬戌,,2021,8,5
09/12/21,癸亥,,2021,8,6
09/13/21,甲子,,2021,8,7
09/14/21,乙丑,,2021,8,8
09/15/21,丙寅,,2021,8,9
09/16/21,丁卯,,2021,8,10
09/17/21,戊辰,,2021,8,11
09/18/21,己巳,,2021,8,12
09/19/21,庚午,,2021,8,13
09/20/21,辛未,,2021,8,14
09/21/21,壬申,,2021,8,15
09/22/21,癸酉,,2021,8,16
09/23/21,甲戌,秋分,2021,8,17
09/24/21,乙亥,,2021,8,18
09/25/21,丙子,,2021,8,19
09/26/21,丁丑,,2021,8,20
09/27/21,戊寅,,2021,8,21
09/28/21,己卯,,2021,8,22
09/29/21,庚辰,,2021,8,23
09/30/21,辛巳,,2021,8,24
10/01/21,壬午,,2021,8,25
10/02/21,癸未,,2021,8,26
10/03/21,甲申,,2021,8,27
10/04/21,乙酉,,2021,8,28
10/05/21,丙戌,,2021,8,29
10/06/21,丁亥,,2021,9,1
10/07/21,戊子,,2021,9,2
10/08/21,己丑,寒露,2021,9,3
10/09/21,庚寅,,2021,9,4
10/10/21,辛卯,,2021,9,5
10/11/21,壬辰,,2021,9,6
10/12/21,癸巳,,2021,9,7
10/13/21,甲午,,2021,9,8
10/14/21,乙未,,2021,9,9
10/15/21,丙申,,2021,9,10
10/16/21,丁酉,,2021,9,11
10/17/21,戊戌,,2021,9,12
10/18/21,己亥,,2021,9,13
10/19/21,庚子,,2021,9,14
10/20/21,辛丑,,2021,9,15
10/21/21,壬寅,,2021,9,16
10/22/21,癸卯,,2021,9,17
10/23/21,甲辰,霜降,2021,9,18
10/24/21,乙巳,,2021,9,19
10/25/21,丙午,,2021,9,20
10/26/21,丁未,,2021,9,21
10/27/21,戊申,,2021,9,22
10/28/21,己酉,,2021,9,23
10/29/21,庚戌,,2021,9,24
10/30/21,辛亥,,2021,9,25
10/31/21,壬子,,2021,9,26
11/01/21,癸丑,,2021,9,27
11/02/21,甲寅,,2021,9,28
11/03/21,乙卯,,2021,9,29
11/04/21,丙辰,,2021,9,30
11/05/21,丁巳,,2021,10,1
11/06/21,戊午,,2021,10,2
11/07/21,己未,立冬,2021,10,3
11/08/21,庚申,,2021,10,4
11/09/21,辛酉,,2021,10,5
11/10/21,壬戌,,2021,10,6
11/11/21,癸亥,,2021,10,7
11/12/21,甲子,,2021,10,8
11/13/21,乙丑,,2021,10,9
11/14/21,丙寅,,2021,10,10
11/15/21,丁卯,,2021,10,11
11/16/21,戊辰,,2021,10,12
11/17/21,己巳,,2021,10,13
11/18/21,庚午,,2021,10,14
11/19/21,辛未,,2021,10,15
11/20/21,壬申,,2021,10,16
11/21/21,癸酉,,2021,10,17
11/22/21,甲戌,小雪,2021,10,18
11/23/21,乙亥,,2021,10,19
11/24/21,丙子,,2021,10,20
11/25/21,丁丑,,2021,10,21
11/26/21,戊寅,,2021,10,22
11/27/21,己卯,,2021,10,23
11/28/21,庚辰,,2021,10,24
11/29/21,辛巳,,2021,10,25
11/30/21,壬午,,2021,10,26
12/01/21,癸未,,2021,10,27
12/02/21,甲申,,2021,10,28
12/03/21,乙酉,,2021,10,29
12/04/21,丙戌,,2021,11,1
12/05/21,丁亥,,2021,11,2
12/06/21,戊子,,2021,11,3
12/07/21,己丑,大雪,2021,11,4
12/08/21,庚寅,,2021,11,5
12/09/21,辛卯,,2021,11,6
12/10/21,壬辰,,2021,11,7
12/11/21,癸巳,,2021,11,8
12/12/21,甲午,,2021,11,9
12/13/21,乙未,,2021,11,10
12/14/21,丙申,,2021,11,11
12/15/21,丁酉,,2021,11,12
12/16/21,戊戌,,2021,11,13
12/17/21,己亥,,2021,11,14
12/18/21,庚子,,2021,11,15
12/19/21,辛丑,,2021,11,16
12/20/21,壬寅,,2021,11,17
12/21/21,癸卯,冬至,2021,11,18
12/22/21,甲辰,,2021,11,19
12/23/21,乙巳,,2021,11,20
12/24/21,丙午,,2021,11,21
12/25/21,丁未,,2021,11,22
12/26/21,戊申,,2021,11,23
12/27/21,己酉,,2021,11,24
12/28/21,庚戌,,2021,11,25
12/29/21,辛亥,,2021,11,26
12/30/21,壬子,,2021,11,27
12/31/21,癸丑,,2021,11,28
