solar,ganzhi,jieqi,lunarYear,lunarMonth,lunarDay,leapBigSmall,missing,extra,remark,correct
05/11/21,己未,,2021,3,30,0,,,,
05/12/21,庚申,,2021,4,1,0,,,,
05/13/21,辛酉,,2021,4,2,0,,,,
05/14/21,壬戌,,2021,4,3,0,,,,
05/15/21,癸亥,,2021,4,4,0,,,,
05/16/21,甲子,,2021,4,5,0,,,,
05/17/21,乙丑,,2021,4,6,0,,,,
05/18/21,丙寅,,2021,4,7,0,,,,
05/19/21,丁卯,,2021,4,8,0,,,,
05/20/21,戊辰,,2021,4,9,0,,,,
05/21/21,己巳,小满,2021,4,10,0,,,,
05/22/21,庚午,,2021,4,11,0,,,,
05/23/21,辛未,,2021,4,12,0,,,,
05/24/21,壬申,,2021,4,13,0,,,,
05/25/21,癸酉,,2021,4,14,0,,,,
05/26/21,甲戌,,2021,4,15,0,,,,
05/27/21,乙亥,,2021,4,16,0,,,,
05/28/21,丙子,,2021,4,17,0,,,,
05/29/21,丁丑,,2021,4,18,0,,,,
05/30/21,戊寅,,2021,4,19,0,,,,
05/31/21,己卯,,2021,4,20,0,,,,
06/01/21,庚辰,,2021,4,21,0,,,,
06/02/21,辛巳,,2021,4,22,0,,,,
06/03/21,壬午,,2021,4,23,0,,,,
06/04/21,癸未,,2021,4,24,0,,,,
06/05/21,甲申,芒种,2021,4,25,0,,,,
06/06/21,乙酉,,2021,4,26,0,,,,
06/07/21,丙戌,,2021,4,27,0,,,,
06/08/21,丁亥,,2021,4,28,0,,,,
06/09/21,戊子,,2021,4,29,0,,,,
06/10/21,己丑,,2021,5,1,0,,,,
06/11/21,庚寅,,2021,5,2,0,,,,
06/12/21,辛卯,,2021,5,3,0,,,,
06/13/21,壬辰,,2021,5,4,0,,,,
06/14/21,癸巳,,2021,5,5,0,,,,
06/15/21,甲午,,2021,5,6,0,,,,
06/16/21,乙未,,2021,5,7,0,,,,
06/17/21,丙申,,2021,5,8,0,,nanfangwudaodan,Paper-skcal wrong,
06/18/21,丁酉,,2021,5,9,0,,,,
06/19/21,戊戌,,2021,5,10,0,,,,
06/20/21,己亥,,2021,5,11,0,,,,
06/21/21,庚子,夏至,2021,5,12,0,,,,
06/22/21,辛丑,,2021,5,13,0,,,,
06/23/21,壬寅,,2021,5,14,0,,,,
06/24/21,癸卯,,2021,5,15,0,,,,
06/25/21,甲辰,,2021,5,16,0,,,,
06/26/21,乙巳,,2021,5,17,0,,,,
06/27/21,丙午,,2021,5,18,0,,,,
06/28/21,丁未,,2021,5,19,0,,,,
06/29/21,戊申,,2021,5,20,0,,,,
06/30/21,己酉,,2021,5,21,0,,,,
07/01/21,庚戌,,2021,5,22,0,,,,
07/02/21,辛亥,,2021,5,23,0,,,,
07/03/21,壬子,,2021,5,24,0,,,,
07/04/21,癸丑,,2021,5,25,0,,,,
07/05/21,甲寅,,2021,5,26,0,,,,
07/06/21,乙卯,,2021,5,27,0,,,,
07/07/21,丙辰,小暑,2021,5,28,0,,,,
07/08/21,丁巳,,2021,5,29,0,,,,
07/09/21,戊午,,2021,5,30,0,,,,
07/10/21,己未,,2021,6,1,0,,,,
07/11/21,庚申,,2021,6,2,0,,,,
07/12/21,辛酉,,2021,6,3,0,,,,
07/13/21,壬戌,,2021,6,4,0,,,,
07/14/21,癸亥,,2021,6,5,0,,,,
07/15/21,甲子,,2021,6,6,0,,,,
07/16/21,乙丑,,2021,6,7,0,,,,
07/17/21,丙寅,,2021,6,8,0,,,,
07/18/21,丁卯,,2021,6,9,0,,,,
07/19/21,戊辰,,2021,6,10,0,,,,
07/20/21,己巳,,2021,6,11,0,,,,
07/21/21,庚午,,2021,6,12,0,,,,
07/22/21,辛未,大暑,2021,6,13,0,,,,
07/23/21,壬申,,2021,6,14,0,,,,
07/24/21,癸酉,,2021,6,15,0,,,,
07/25/21,甲戌,,2021,6,16,0,,,,
07/26/21,乙亥,,2021,6,17,0,,,,
07/27/21,丙子,,2021,6,18,0,,,,
07/28/21,丁丑,,2021,6,19,0,,,,
07/29/21,戊寅,,2021,6,20,0,,,,
07/30/21,己卯,,2021,6,21,0,,,,
07/31/21,庚辰,,2021,6,22,0,,,,
08/01/21,辛巳,,2021,6,23,0,,nanfanghuoshendan,,
08/02/21,壬午,,2021,6,24,0,,,,
08/03/21,癸未,,2021,6,25,0,,,,
08/04/21,甲申,,2021,6,26,0,,,,
08/05/21,乙酉,,2021,6,27,0,,,,
08/06/21,丙戌,,2021,6,28,0,,,,
08/07/21,丁亥,立秋,2021,6,29,0,,,,
08/08/21,戊子,,2021,7,1,0,,,,
08/09/21,己丑,,2021,7,2,0,,,,
08/10/21,庚寅,,2021,7,3,0,,,,
08/11/21,辛卯,,2021,7,4,0,,,,
08/12/21,壬辰,,2021,7,5,0,,,,
08/13/21,癸巳,,2021,7,6,0,,,,
08/14/21,甲午,,2021,7,7,0,,,,
08/15/21,乙未,,2021,7,8,0,,diguanjiaoji,Paper-skcal wrong,
08/16/21,丙申,,2021,7,9,0,,,,
08/17/21,丁酉,,2021,7,10,0,,,,
08/18/21,戊戌,,2021,7,11,0,,,,
08/19/21,己亥,,2021,7,12,0,,,,
08/20/21,庚子,,2021,7,13,0,,,,
08/21/21,辛丑,,2021,7,14,0,, taisuiri,,
08/22/21,壬寅,处暑,2021,7,15,0,diguangjiaoji,,Paper-skcal wrong,
08/23/21,癸卯,,2021,7,16,0,,,,
08/24/21,甲辰,,2021,7,17,0,,,,
08/25/21,乙巳,,2021,7,18,0,,,,
08/26/21,丙午,,2021,7,19,0,,,,
08/27/21,丁未,,2021,7,20,0,,,,
08/28/21,戊申,,2021,7,21,0,,,,
08/29/21,己酉,,2021,7,22,0,,,,
08/30/21,庚戌,,2021,7,23,0,,,,
08/31/21,辛亥,,2021,7,24,0,,,,
09/01/21,壬子,,2021,7,25,0,,,,
09/02/21,癸丑,,2021,7,26,0,,,,
09/03/21,甲寅,,2021,7,27,0,,,,
09/04/21,乙卯,,2021,7,28,0,,,,
09/05/21,丙辰,,2021,7,29,0,,地藏,Paper-skcal wrong,
09/06/21,丁巳,,2021,7,30,0,地藏,,Paper-skcal wrong,
09/07/21,戊午,白露,2021,8,1,0,,,,
09/08/21,己未,,2021,8,2,0,,,,
09/09/21,庚申,,2021,8,3,0,,,,
09/10/21,辛酉,,2021,8,4,0,,,,
09/11/21,壬戌,,2021,8,5,0,,,,
09/12/21,癸亥,,2021,8,6,0,,,,
09/13/21,甲子,,2021,8,7,0,,,,
09/14/21,乙丑,,2021,8,8,0,,,,
09/15/21,丙寅,,2021,8,9,0,,,,
09/16/21,丁卯,,2021,8,10,0,,,,
09/17/21,戊辰,,2021,8,11,0,,,,
09/18/21,己巳,,2021,8,12,0,,,,
09/19/21,庚午,,2021,8,13,0,,,,
09/20/21,辛未,,2021,8,14,0,,,,
09/21/21,壬申,,2021,8,15,0,,,,
09/22/21,癸酉,,2021,8,16,0,,,,
09/23/21,甲戌,秋分,2021,8,17,0,,,,
09/24/21,乙亥,,2021,8,18,0,,,,
09/25/21,丙子,,2021,8,19,0,,,,
09/26/21,丁丑,,2021,8,20,0,,,,
09/27/21,戊寅,,2021,8,21,0,,,,
09/28/21,己卯,,2021,8,22,0,,,,
09/29/21,庚辰,,2021,8,23,0,,,,
09/30/21,辛巳,,2021,8,24,0,,,,
10/01/21,壬午,,2021,8,25,0,,,,
10/02/21,癸未,,2021,8,26,0,,,,
10/03/21,甲申,,2021,8,27,0,,,,
10/04/21,乙酉,,2021,8,28,0,,,,
10/05/21,丙戌,,2021,8,29,0,,,,
10/06/21,丁亥,,2021,9,1,0,,,,
10/07/21,戊子,,2021,9,2,0,,,,
10/08/21,己丑,寒露,2021,9,3,0,,,,
10/09/21,庚寅,,2021,9,4,0,,,,
10/10/21,辛卯,,2021,9,5,0,,,,
10/11/21,壬辰,,2021,9,6,0,,,,
10/12/21,癸巳,,2021,9,7,0,,,,
10/13/21,甲午,,2021,9,8,0,,,,
10/14/21,乙未,,2021,9,9,0,,,,
10/15/21,丙申,,2021,9,10,0,,,,
10/16/21,丁酉,,2021,9,11,0,,,,
10/17/21,戊戌,,2021,9,12,0,,,,
10/18/21,己亥,,2021,9,13,0,,,,
10/19/21,庚子,,2021,9,14,0,,,,
10/20/21,辛丑,,2021,9,15,0,taisuiri,,,
10/21/21,壬寅,,2021,9,16,0,,,,
10/22/21,癸卯,,2021,9,17,0,,,,
10/23/21,甲辰,霜降,2021,9,18,0,,,,
10/24/21,乙巳,,2021,9,19,0,,,,
10/25/21,丙午,,2021,9,20,0,,,,
10/26/21,丁未,,2021,9,21,0,,,,
10/27/21,戊申,,2021,9,22,0,,,,
10/28/21,己酉,,2021,9,23,0,,,,
10/29/21,庚戌,,2021,9,24,0,,,,
10/30/21,辛亥,,2021,9,25,0,,,,
10/31/21,壬子,,2021,9,26,0,,,,
11/01/21,癸丑,,2021,9,27,0,,,,
11/02/21,甲寅,,2021,9,28,0,,,,
11/03/21,乙卯,,2021,9,29,0,,药师,Paper-skcal wrong,
11/04/21,丙辰,,2021,9,30,0,药师,,Paper-skcal wrong,
11/05/21,丁巳,,2021,10,1,0,,,,
11/06/21,戊午,,2021,10,2,0,,,,
11/07/21,己未,立冬,2021,10,3,0,,,,
11/08/21,庚申,,2021,10,4,0,,,,
11/09/21,辛酉,,2021,10,5,0,,,,
11/10/21,壬戌,,2021,10,6,0,,,,
11/11/21,癸亥,,2021,10,7,0,,,,
11/12/21,甲子,,2021,10,8,0,,,,
11/13/21,乙丑,,2021,10,9,0,,,,
11/14/21,丙寅,,2021,10,10,0,,,,
11/15/21,丁卯,,2021,10,11,0,,,,
11/16/21,戊辰,,2021,10,12,0,,,,
11/17/21,己巳,,2021,10,13,0,,,,
11/18/21,庚午,,2021,10,14,0,,,,
11/19/21,辛未,,2021,10,15,0,,,,
11/20/21,壬申,,2021,10,16,0,,,,
11/21/21,癸酉,,2021,10,17,0,,,,
11/22/21,甲戌,小雪,2021,10,18,0,,,,
11/23/21,乙亥,,2021,10,19,0,,,,
11/24/21,丙子,,2021,10,20,0,,,,
11/25/21,丁丑,,2021,10,21,0,,,,
11/26/21,戊寅,,2021,10,22,0,,,,
11/27/21,己卯,,2021,10,23,0,,,,
11/28/21,庚辰,,2021,10,24,0,,,,
11/29/21,辛巳,,2021,10,25,0,,,,
11/30/21,壬午,,2021,10,26,0,,,,
12/01/21,癸未,,2021,10,27,0,,beiji,Paper-skcal wrong,
12/02/21,甲申,,2021,10,28,0,,,,
12/03/21,乙酉,,2021,10,29,0,,,,
12/04/21,丙戌,,2021,11,1,0,,,,
12/05/21,丁亥,,2021,11,2,0,,,,
12/06/21,戊子,,2021,11,3,0,,,,
12/07/21,己丑,大雪,2021,11,4,0,,,,
12/08/21,庚寅,,2021,11,5,0,,,,
12/09/21,辛卯,,2021,11,6,0,,,,
12/10/21,壬辰,,2021,11,7,0,,,,
12/11/21,癸巳,,2021,11,8,0,,,,
12/12/21,甲午,,2021,11,9,0,,,,
12/13/21,乙未,,2021,11,10,0,,,,
12/14/21,丙申,,2021,11,11,0,,,,
12/15/21,丁酉,,2021,11,12,0,,,,
12/16/21,戊戌,,2021,11,13,0,,,,
12/17/21,己亥,,2021,11,14,0,,,,
12/18/21,庚子,,2021,11,15,0,,,,
12/19/21,辛丑,,2021,11,16,0,taisuiri,,,
12/20/21,壬寅,,2021,11,17,0,,,,
12/21/21,癸卯,冬至,2021,11,18,0,,,,
12/22/21,甲辰,,2021,11,19,0,,,,
12/23/21,乙巳,,2021,11,20,0,,,,
12/24/21,丙午,,2021,11,21,0,,,,
12/25/21,丁未,,2021,11,22,0,,,,
12/26/21,戊申,,2021,11,23,0,,,,
12/27/21,己酉,,2021,11,24,0,,,,
12/28/21,庚戌,,2021,11,25,0,,,,
12/29/21,辛亥,,2021,11,26,0,,,,
12/30/21,壬子,,2021,11,27,0,,,,
12/31/21,癸丑,,2021,11,28,,,,,
